KS1295[%],6082[%],2024[%],bat-box[%],3003[%],4032[%],Al,Si,Cu,Ni,Mg,Mn,Fe,Cr,Ti,Zr,V,Zn,Vf_FCC_A1,Vf_DIAMOND_A4,Vf_AL15SI2M4,Vf_AL3X,Vf_AL6MN,Vf_MG2ZN3,Vf_AL3NI2,Vf_AL3NI_D011,Vf_AL7CU4NI,Vf_AL2CU_C16,Vf_Q_ALCUMGSI,Vf_AL7CU2FE,Vf_MG2SI_C1,Vf_AL9FE2SI2,Vf_AL18FE2MG7SI10,eut. frac.[%],eut. T (degC),T_FCC_A1,T_DIAMOND_A4,T_AL15SI2M4,T_AL3X,T_AL6MN,T_MG2ZN3,T_AL3NI2,T_AL3NI_D011,T_AL7CU4NI,T_AL2CU_C16,T_Q_ALCUMGSI,T_AL7CU2FE,T_MG2SI_C1,T_AL9FE2SI2,T_AL18FE2MG7SI10,T(liqu),T(sol),delta_T,delta_T_FCC,delta_T_Al15Si2M4,delta_T_Si,CSC,YS(MPa),hardness(Vickers),CTEvol(1/K)(20.0-300.0degC),Density(g/cm3),Volume(m3/mol),El.conductivity(S/m),El. resistivity(ohm m),heat capacity(J/(mol K)),Therm.conductivity(W/(mK)),Therm. diffusivity(m2/s),Therm.resistivity(mK/W),Linear thermal expansion (1/K)(20.0-300.0degC),Technical thermal expansion (1/K)(20.0-300.0degC),Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Total_Vf_Phases
26.4,3.3,29.7,23.1,3.3,14.2,90.430166,5.576179,1.368105,0.72613,0.882921,0.396679,0.374209,0.070262,0.05272,0.018994,0.023746,0.079889,88.57641,3.958,1.88907,0.00262,0.23039,0.0,0.73734,0.91428,0.65221,0.0037299999999999,0.27632,0.00259,0.59275,0.43999,0.31607,77.26129,603.9376,616.14084,559.98572,660.82311,0.0,124.88112,0.0,542.50108,558.11797,431.83114,172.53689,403.96671,434.72519,542.18177,327.11952,527.08713,660.9589,540.5522,120.4067,247868.32185,120.27091,19.43352,0.4552883,297.74469,91.14737,7.67518e-05,2.68507,1.02354e-05,12689800,7.88175e-08,27.5975,175.346,6.50568e-05,0.00570342,2.55783e-05,2.3333e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.59176999999998
13.2,13.2,6.6,6.6,36.3,24.1,90.899228,5.036794,1.383615,0.58489,0.640866,0.649789,0.542674,0.03812,0.039025,0.031897,0.034273,0.118829,88.36226,3.18701,3.04136,0.00101,0.55242,0.0,0.79775,0.56851,0.64856,0.0023399999999999,0.26965,0.00204,0.36211,0.64021,0.14604,37.89082,570.3148,621.11465,559.60041,658.34103,0.0,237.69518,0.0,546.12609,555.63786,443.81189,172.56587,333.06491,481.91028,494.03869,372.86353,531.8393,658.589,539.4379,119.1511,167784.43615,118.90313,20.16251,0.460181,276.7362,84.44601,7.70853e-05,2.69735,1.02132e-05,12706700,7.8724e-08,27.6336,175.642,6.4887e-05,0.00568784,2.56954e-05,2.34487e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.58126999999999
3.3,29.7,26.4,3.3,3.3,34.0,90.312917,5.074447,1.840335,0.522685,0.950373,0.473437,0.429187,0.075542,0.06427,0.024868,0.025462,0.206477,87.8274,3.00592,2.32657,0.00253,0.25745,0.0,1.12833,0.32866,0.89214,0.00956,0.35858,0.00298,0.60622,0.38703,0.28601,79.64923,593.58612,619.89463,555.9327,667.81708,0.0,142.16193,0.0,544.00337,548.05833,529.63404,172.42188,428.17127,445.23926,540.5698,332.63196,496.88064,668.0599,534.1094,133.9505,78032.76465,133.70768,21.8232999999999,0.4449839,280.99136,85.65511,7.69822e-05,2.69811,1.02251e-05,12628200,7.91623e-08,27.6299,174.417,6.44244e-05,0.00573754,2.5666e-05,2.34284e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.41937999999999
23.1,19.8,23.1,9.9,13.2,10.9,90.565499,4.765666,1.91937,0.619045,0.826359,0.551416,0.436546,0.061748,0.061135,0.024901,0.029059,0.139256,87.82226,3.13895,2.52186,0.00192,0.31078,0.0,1.18638,0.34968,0.90781,0.00292,0.37271,0.003,0.48926,0.42128,0.19522,40.44996,564.59582,620.43124,555.6855,664.16512,0.0,140.43435,0.0,545.72397,552.70657,486.02342,172.47609,419.84171,455.1239,540.3577,328.18456,510.97094,663.4512,536.2506,127.2006,238835.62345,127.91452,19.4349000000001,0.437573,280.29241,85.50958,7.70185e-05,2.70337,1.02087e-05,12645500,7.90646e-08,27.63,174.513,6.44029e-05,0.00573028,2.56675e-05,2.34329e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.72403
29.7,3.3,6.6,39.6,16.5,4.3,91.310573,4.735339,1.499115,0.658315,0.735246,0.453109,0.405229,0.05,0.049255,0.018037,0.023383,0.062399,89.42678,3.18764,2.03626,0.00271,0.28617,0.0,0.8576,0.64131,0.73194,0.0041599999999999,0.29494,0.00293,0.45385,0.50333,0.19124,82.85064,610.82772,622.36583,558.15167,654.80366,0.0,127.8702,0.0,544.80787,557.73939,434.63173,172.55188,406.72326,448.63713,541.33771,330.2861,530.75965,654.5884,539.6586,114.9298,261511.21545,115.14506,18.49307,0.444538,276.30809,84.58828,7.75252e-05,2.69132,1.02184e-05,12913200,7.74175e-08,27.6303,178.081,6.59161e-05,0.00561562,2.58406e-05,2.35766e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.62086
0.0,16.5,9.9,6.6,23.1,43.9,90.31823,5.760319,1.235775,0.5773,0.776826,0.512509,0.513139,0.051848,0.040675,0.029125,0.029125,0.155129,88.23471,3.87638,2.47888,0.00101,0.46489,0.0,0.66385,0.66837,0.58469,0.00753,0.23924,0.00197,0.49823,0.6301,0.26002,58.39705,571.2161,616.08279,561.38607,662.85324,0.0,123.66678,0.0,543.48222,556.53919,427.68622,172.46894,404.7364,463.01744,541.73539,339.73767,532.63111,662.7749,540.9767,121.7982,23678.89735,121.87654,20.40937,0.4712467,296.7096,90.77058,7.65379e-05,2.68815,1.02308e-05,12635700,7.91502e-08,27.5951,174.582,6.47618e-05,0.00572758,2.55213e-05,2.32781e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.60986999999999
39.6,6.6,16.5,19.8,16.5,1.0,89.803859,5.582482,1.857495,0.818695,0.768048,0.505942,0.437272,0.049835,0.0547,0.022591,0.029719,0.069362,86.97429,3.98192,2.38558,0.00204,0.34063,0.0,1.16701,0.7319,0.89634,0.00496,0.35993,0.00364,0.44617,0.55449,0.18912,45.85697,563.75032,614.35413,559.03676,659.76277,0.0,142.65828,0.0,546.10654,557.64922,454.27264,172.5364,416.22174,461.67085,541.41415,333.02568,540.97829,659.7655,537.5329,122.2326,294149.34115,122.22987,21.5038599999999,0.4312537,299.26034,91.49186,7.63002e-05,2.7011,1.02193e-05,12487600,8.01059e-08,27.5948,172.764,6.3944e-05,0.00579165,2.5432e-05,2.32074e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.03802
26.4,6.6,23.1,23.1,13.2,7.59999999999999,91.167221,4.781704,1.47123,0.639505,0.792171,0.497329,0.405064,0.061187,0.05206,0.021469,0.026221,0.084839,89.10132,3.2003,2.24157,0.00289,0.26802,0.0,0.81694,0.67888,0.68695,0.0036599999999999,0.28814,0.00275,0.49689,0.43394,0.21679,85.49307,612.81534,621.82831,557.8971,659.54757,0.0,122.12932,0.0,544.46014,556.69835,438.58539,172.52815,413.95439,442.15994,542.00538,327.09054,512.32848,658.7392,539.6901,119.0491,249545.18395,119.85747,18.207,0.4544728,278.50488,85.11494,7.73841e-05,2.69215,1.02162e-05,12833300,7.79161e-08,27.63,176.975,6.54377e-05,0.00564985,2.57998e-05,2.35383e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.43904
19.8,0.0,3.3,33.0,16.5,27.4,90.081917,6.21232,1.163835,0.756985,0.76884,0.37249,0.44473,0.047723,0.03886,0.020083,0.023647,0.06857,88.40783,4.75715,1.82815,0.00151,0.26224,0.0,0.62198,1.1578,0.54905,0.0034799999999999,0.21971,0.002,0.51874,0.72159,0.27831,72.93829,591.90867,612.73586,562.94121,657.29232,0.0,125.00667,0.0,542.90096,561.46353,395.77576,172.54733,403.56212,413.56037,539.88229,328.05433,543.10584,656.814,542.1036,114.7104,206426.77045,115.18872,20.8376099999999,0.4652084,300.29161,91.76949,7.61789e-05,2.68001,1.02514e-05,12641900,7.9122e-08,27.574,174.873,6.49571e-05,0.00571584,2.53952e-05,2.31762e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.32953999999998
6.6,6.6,19.8,3.3,23.1,40.6,90.110264,6.210472,0.963195,0.66772,0.771183,0.509407,0.504262,0.05396,0.0349,0.029686,0.030874,0.114077,88.1038,4.72605,2.46736,0.001,0.39526,0.0,0.51325,0.99411,0.43973,0.0032399999999999,0.18346,0.00108,0.5197,0.69639,0.30244,49.40148,565.93219,612.2165,563.5859,663.42728,0.0,129.79099,0.0,542.44582,560.37598,402.12189,172.5049,403.43283,416.04472,541.69748,328.48277,543.1155,662.9349,541.967,120.9679,97786.90705,121.46028,21.6189000000001,0.4766388,298.81629,91.26844,7.6036e-05,2.68135,1.02428e-05,12569600,7.95935e-08,27.5741,173.897,6.45583e-05,0.0057498,2.53459e-05,2.31348e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.34687000000001
0.0,19.8,26.4,0.0,19.8,34.0,91.40063,4.67155,1.26465,0.45355,0.8025,0.5893,0.47773,0.06485,0.04744,0.02995,0.02995,0.1679,89.24978,3.04325,2.72846,0.00111,0.38877,0.0,0.67696,0.29762,0.59801,0.00752,0.24338,0.002,0.49654,0.49005,0.24678,36.79712,569.07484,622.82364,558.56293,664.75405,0.0,122.47227,0.0,542.93018,539.97609,478.24522,172.97841,416.75734,440.52042,541.6034,333.93666,514.50906,665.0285,539.2852,125.7433,27890.58885,125.46885,19.27773,0.4678769,271.90197,83.19862,7.74168e-05,2.69136,1.02101e-05,12857100,7.78066e-08,27.6386,177.352,6.55155e-05,0.00563729,2.58098e-05,2.35562e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.47022999999997
23.1,3.3,3.3,6.6,42.9,20.8,90.179234,5.834569,1.248645,0.73867,0.576846,0.652924,0.570889,0.026999,0.03061,0.033151,0.037309,0.070154,87.49587,4.08787,3.05187,0.00104,0.72043,0.0,0.76746,1.0309,0.58308,0.0036699999999999,0.23784,0.002,0.32324,0.7614,0.13831,45.02306,569.82878,614.76769,562.54863,654.24108,0.0,312.36914,0.0,546.72888,560.83551,405.382,172.53954,327.01749,484.30255,471.79961,431.8518,537.08965,654.3899,543.041,111.3489,229307.83305,111.20008,19.5076299999999,0.4623997,295.09164,90.23231,7.61661e-05,2.69567,1.02216e-05,12535700,7.98188e-08,27.5976,173.556,6.42922e-05,0.00576387,2.53925e-05,2.31939e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.20497999999998
19.8,0.0,13.2,39.6,6.6,20.8,90.944372,5.485264,1.13661,0.67366,0.833916,0.336124,0.377344,0.061946,0.04546,0.015958,0.019522,0.069824,89.55289,3.90163,1.57402,0.00258,0.23196,0.0,0.61369,0.96091,0.54279,0.0026499999999999,0.21805,0.002,0.56911,0.52597,0.3312,70.47584,600.96816,617.98192,561.33661,657.15283,0.0,125.22179,0.0,542.28619,560.3763,423.47652,172.55035,403.49606,413.56694,542.33412,327.06907,542.64138,656.6336,542.1105,114.5231,207243.76355,115.04233,19.2261099999999,0.4662161,284.39694,87.19784,7.70707e-05,2.67672,1.02484e-05,12898000,7.75335e-08,27.6014,178.011,6.60148e-05,0.00561565,2.56915e-05,2.34394e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.02945
23.1,16.5,0.0,23.1,19.8,17.5,89.963579,5.445829,1.90122,0.698245,0.758511,0.488584,0.473869,0.043994,0.053545,0.023251,0.027409,0.121964,87.29675,3.86473,2.35282,0.00141,0.51334,0.0,1.22649,0.48067,0.90269,0.00262,0.36994,0.00327,0.43511,0.62423,0.17999,45.17027,566.05965,618.4093,559.03283,659.23463,0.0,147.41552,0.0,546.417,555.45615,478.27269,172.49369,418.58582,467.39411,538.49808,336.14372,533.60309,659.6968,536.3199,123.3769,236735.55415,122.91473,22.71293,0.4364697,287.18734,87.88391,7.6555e-05,2.70216,1.02175e-05,12565500,7.96409e-08,27.5995,173.686,6.4239e-05,0.00575956,2.55293e-05,2.33047e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.25406
26.4,6.6,6.6,19.8,29.7,10.9,90.779306,5.099032,1.493505,0.67828,0.661458,0.579037,0.490732,0.039638,0.042985,0.026419,0.031171,0.078437,88.42642,3.24081,2.66787,0.001,0.47051,0.0,0.92088,0.75223,0.71265,0.0044,0.29672,0.00259,0.37598,0.59488,0.15828,40.32432,568.42217,621.0967,559.20864,657.34222,0.0,147.37472,0.0,546.16295,557.14159,427.45578,172.53156,390.81392,475.40054,514.9651,333.06906,532.8549,657.1891,539.6202,117.5689,248802.25385,117.72202,19.58844,0.4461619,275.64697,84.38724,7.70853e-05,2.69683,1.02155e-05,12701800,7.87437e-08,27.6318,175.377,6.48464e-05,0.00569721,2.56885e-05,2.3448e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.62521999999998
6.6,3.3,33.0,13.2,6.6,37.3,90.697829,5.881363,0.82542,0.627295,0.889422,0.399583,0.409453,0.074057,0.041335,0.023086,0.024274,0.106883,89.2735,4.03189,1.95382,0.00305,0.20752,0.0,0.42717,1.01085,0.36979,0.0024499999999999,0.15462,0.001,0.63938,0.42362,0.45253,81.15522,603.93742,615.89039,562.53067,664.75952,0.0,124.01438,0.0,542.03502,559.98231,390.03379,172.51467,403.44106,381.40741,546.03718,327.16525,509.29086,664.462,542.0173,122.4447,94803.85675,122.74222,20.51337,0.4806419,296.99981,90.60112,7.6843e-05,2.67207,1.02532e-05,12733500,7.84994e-08,27.5947,175.985,6.53362e-05,0.00568374,2.56151e-05,2.33598e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.95119
9.9,0.0,23.1,6.6,16.5,43.9,89.443301,7.006894,0.815355,0.776455,0.823356,0.417469,0.479644,0.058052,0.032755,0.027079,0.028861,0.090779,87.69029,4.95303,2.11355,0.00108,0.26436,0.0,0.42134,1.32952,0.36762,0.00219,0.14695,0.001,0.58627,0.61019,0.39245,51.65145,565.69904,608.14285,564.05156,664.35603,0.0,124.72645,0.0,542.0503,562.28389,395.94941,172.5266,403.47225,381.80275,542.34021,327.0942,545.20327,664.1949,542.0216,122.1733,125615.85245,122.33443,22.02996,0.4804973,310.90032,95.30846,7.56852e-05,2.6734,1.02648e-05,12436000,8.04095e-08,27.5575,172.374,6.4089e-05,0.00580361,2.52254e-05,2.30096e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.87984000000002
33.0,16.5,0.0,9.9,33.0,7.59999999999999,89.568965,5.485891,2.0979,0.769525,0.656739,0.630451,0.536371,0.030827,0.0514,0.029455,0.035395,0.107081,86.24172,3.85298,2.9696,0.00101,0.79309,0.0,1.49445,0.41668,0.98441,0.0041599999999999,0.41326,0.00399,0.30799,0.65772,0.11685,46.53143,568.20118,614.26357,558.87605,656.55476,0.0,268.24408,0.0,548.08194,555.45765,507.08233,172.49837,340.4248,439.61679,471.86587,367.2622,539.2232,656.6475,535.4632,121.1843,278338.41085,121.09156,23.4128499999999,0.4235718,287.55829,88.32595,7.6045e-05,2.71217,1.02054e-05,12344700,8.09253e-08,27.6003,171.048,6.32142e-05,0.00584614,2.5348e-05,2.31302e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.25791
29.7,6.6,36.3,16.5,0.0,10.9,90.094523,5.61601,1.56759,0.752365,0.920805,0.41209,0.36751,0.074882,0.058495,0.019687,0.025033,0.09101,87.89424,3.95802,1.99873,0.00285,0.22186,0.0,0.87386,0.79565,0.75455,0.0035999999999999,0.31204,0.003,0.61417,0.39375,0.30811,78.17248,603.58213,615.1043,559.08299,663.8147,0.0,126.09887,0.0,543.095,557.36657,429.32042,172.52382,409.86282,433.73154,542.13186,327.13015,512.541,663.7621,539.7549,124.0072,264084.11915,124.0598,19.32809,0.4446238,301.98109,92.3666,7.65847e-05,2.68986,1.02322e-05,12581500,7.94658e-08,27.5907,174.167,6.45498e-05,0.00574552,2.55253e-05,2.32885e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.13442999999998
